Word|Definition|Sentence|Mnemonic|Tag
lightning|闪电的；快速的闪电i. 闪电|This lightning helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
like|喜欢；想；愿意i. 喜欢；希望像；如同同样的；相似的爱好；同样的人或物可能好像|This like helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
like|喜欢；想；愿意i. 喜欢；希望像；如同同样的；相似的爱好；同样的人或物可能好像|This like helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
likely|很可能的；合适的；有希望的很可能；或许|She felt likely after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
limit|限制；限度；界线限制；限定|The limit is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
line|路线，航线；排；绳排成一行；划线于；以线条标示；使…起皱纹i. 排队；站成一排|She bought a new line yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
link|链环，环节；联系，关系连接，连结；联合，结合i. 连接起来；联系在一起；将人或物连接或联系起来|She bought a new link yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
lion|狮子；名人；勇猛的人；社交场合的名流|This lion helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
lip|嘴唇；边缘以嘴唇碰口头上的i. 用嘴唇|She bought a new lip yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
liquid|液体的；清澈的；明亮的；易变的液体，流体；流音|This liquid helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
list|列表；清单；目录i. 列于表上列出；记入名单内|This list helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
listen|i. 听，倾听；听从，听信听，倾听|The listen is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
literature|文学；文献；文艺；著作|This literature helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
litre|公升（米制容量单位）|This litre helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
liter|公升（容量单位）|This liter helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
litter|垃圾；轿，担架；一窝（动物的幼崽）；凌乱乱丢；给…垫褥草；把…弄得乱七八糟i. 产仔；乱扔废弃物|She bought a new litter yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
litterbin|（英）废物箱|The litterbin is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
little|小的；很少的；短暂的；小巧可爱的完全不少许；没有多少；短时间|She bought a new little yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
live|活的；生动的；实况转播的；精力充沛的经历；度过i. 活；居住；生存|He always lives on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
lively|活泼的；生动的；真实的；生气勃勃的|She felt lively after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
liver|肝脏；生活者，居民|The liver is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
load|负载，负荷；工作量；装载量i. 加载；装载；装货使担负；装填|She bought a new load yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
loaf|条，一条面包；块；游荡游荡；游手好闲；虚度光阴i. 游荡；游手好闲；虚度光阴|The loaf is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
loan|贷款；借款i. 借出借；借给|The loan is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
local|局部；当地居民；本地新闻当地的；局部的；地方性的；乡土的|The local is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
locate|位于；查找…的地点i. 定位；定居|He always locates on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
location|位置（形容词locational）；地点；外景拍摄场地|This location helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
lock|锁，锁上；隐藏i. 锁；锁住；卡住锁；水闸；刹车|She bought a new lock yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
locker|柜，箱；上锁的人；有锁的橱柜；锁扣装置；有锁的存物柜|The locker is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
locomotive|火车头的；运动的；移动的机车；火车头|She bought a new locomotive yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
log|i. 伐木切；伐木；航行记录；航行日志；原木|She bought a new log yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
logic|逻辑；逻辑学；逻辑性逻辑的|The logic is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
logical|合逻辑的，合理的；逻辑学的|The movie was quite logical.|联想记忆：结合语境多读多用！|Gaokao-Core
lonely|寂寞的；偏僻的孤独者|The lonely is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
long|长时间； 长音节；（服装的）长尺寸；长裤长的；过长的；做多头的；长时间的；冗长的，长音i. 渴望；热望长期地；始终|The long is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
long-term|长期的 从长远来看|She felt long-term after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
look|看；期待；注意；面向；看上去像i. 看；看起来；注意；面向看；样子；面容|She bought a new look yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
loose|宽松的；散漫的；不牢固的；不精确的释放；开船；放枪i. 变松；开火松散地放纵；放任；发射|She bought a new loose yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
loosen|放松；松开i. 放松；松开|Don't loosened your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
lorry|（英）卡车； 货车；运料车|The lorry is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
lose|浪费；使沉溺于；使迷路；遗失；错过i. 失败；受损失|Don't loseed your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
loss|减少；亏损；失败；遗失|She bought a new loss yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
lot|份额；许多；命运；阄（与形容词和副词连用）很，非常；（与动词连用）非常大量，许多分组，把…划分（常与out连用）；把（土地）划分成块i. 抽签，拈阄|She bought a new lot yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
loud|大声的，高声的；不断的；喧吵的大声地，高声地，响亮地|She felt loud after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
love|恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕|She bought a new love yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
lovely|可爱的；令人愉快的；爱恋的；秀丽的，优美的美女；可爱的东西|This lovely helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
lover|爱人，恋人；爱好者小三；第三者|This lover helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
loving|亲爱的；钟情的；忠诚的|It was a very loving day.|联想记忆：结合语境多读多用！|Gaokao-Core
low|低的，浅的；卑贱的；粗俗的；消沉的低声地；谦卑地，低下地低；低价；低点；牛叫声i. 牛叫|This low helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
lower|减弱，减少；放下，降下；贬低i. 降低；减弱；跌落下游的；下级的；下等的|They lower together every morning.|联想记忆：结合语境多读多用！|Gaokao-Core
loyal|忠诚的，忠心的；忠贞的效忠的臣民；忠实信徒|She bought a new loyal yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
loyalty|忠诚；忠心；忠实；忠于…感情|This loyalty helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
luck|运气；幸运；带来好运的东西i. 靠运气，走运；凑巧碰上|The luck is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
lucky|幸运的；侥幸的|It was a very lucky day.|联想记忆：结合语境多读多用！|Gaokao-Core
luggage|行李；皮箱|The luggage is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
lump|块，块状；肿块；瘤；很多；笨人混在一起；使成块状；忍耐；笨重地移动i. 结块成团的；总共的很；非常|This lump helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
lunch|午餐吃午餐；供给午餐i. 吃午餐；供给午餐|She bought a new lunch yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
lung|肺；呼吸器|She bought a new lung yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
luxury|奢侈，奢华；奢侈品；享受奢侈的|She bought a new luxury yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
